HIP_ID,RA_deg,DEC_deg,V_mag,Parallax,pmRA,pmDE
20354,65.38819502,46.4988779,4.800000190734863,7.03000020980835,21.41,-34.97
20542,66.02400423,17.44413026,4.800000190734863,22.360000610351562,109.99,-33.47
23364,75.35976995,-7.17396548,4.800000190734863,3.4100000858306885,-0.23,5.16
24010,77.42481287,15.59723234,4.809999942779541,10.239999771118164,-7.12,-16.14
24372,78.43939254,-67.18525507,4.809999942779541,5.96999979019165,18.18,38.96
24659,79.37120834,-34.89520756,4.809999942779541,29.6299991607666,93.71,-336.53
9095,29.29200196,-47.38527732,4.820000171661377,12.220000267028809,101.65,8.79
24340,78.35715692,38.48449794,4.820000171661377,20.079999923706055,-18.66,-72.41
4292,13.75065219,58.97269767,4.829999923706055,8.020000457763672,-32.24,-40.69
6813,21.91409059,45.40668716,4.829999923706055,35.33000183105469,356.99,-109.32
12390,39.89097607,-11.87215595,4.829999923706055,36.9900016784668,172.01,-236.31
12876,41.38597694,-67.61661701,4.829999923706055,11.0600004196167,66.5,44.02
7007,22.5463128,6.14382046,4.840000152587891,9.050000190734863,293.23,-46.36
10340,33.30551686,44.23165196,4.840000152587891,5.860000133514404,-20.58,-15.25
10644,34.26345869,34.22423111,4.840000152587891,92.19999694824219,1151.61,-246.32
15457,49.84040002,3.37019788,4.840000152587891,109.18000030517578,268.88,93.53
19740,63.48493908,9.26382406,4.840000152587891,8.779999732971191,-9.42,-30.6
26777,85.323828,16.53414784,4.840000152587891,4.360000133514404,5.42,-14.54
14862,47.98445775,74.39365924,4.849999904632568,20.149999618530273,14.46,-86.21
15416,49.68260357,34.2226526,4.849999904632568,2.2100000381469727,1.29,-8.68
2210,6.9820767,-33.00716708,4.860000133514404,5.949999809265137,-20.48,-50.39
15382,49.59209811,-22.51111801,4.860000133514404,12.789999961853027,12.55,13.07
6411,20.58508262,45.52877782,4.869999885559082,16.68000030517578,32.21,8.73
12093,38.96863365,5.59324631,4.869999885559082,8.770000457763672,-28.89,-22.76
15110,48.72540048,21.04444121,4.869999885559082,9.59000015258789,-29.83,-77.15
19777,63.59870269,-10.25628292,4.869999885559082,15.800000190734863,-7.61,-162.11
11345,36.48752198,-12.29047964,4.880000114440918,6.170000076293945,-11.71,-11.37
25539,81.90868809,21.93696527,4.880000114440918,4.690000057220459,1.75,-6.96
27468,87.25403003,24.5675349,4.880000114440918,6.25,12.07,-8.16
27810,88.27867158,-33.80136075,4.880000114440918,9.550000190734863,-4.52,32.4
910,2.81607181,-15.46797744,4.889999866485596,52.939998626708984,-84.2,-269.31
